Stars,Review Text,Review Date,Review Helpful,Random,Sentiment Lael,Sentiment Score
1.0 out of 5 stars,"Back light is great, no problems with that one so far.Front light has a critical problem, button doesn't work sometime. Couple of times I was not able to turn it off. So I just had to wait until the battery drained.Also it seems to be heating up sometimes, I don't use it often so I didn't get the pattern.I didn't need it too often and I missed my return period 😔","Reviewed in the United States on July 9, 2021",No Data,1,POSITIVE,0.9926121830940247
5.0 out of 5 stars,They work great so far. Only had them for a few months. Haven't had to recharge yet but I don't use them much.,"Reviewed in the United States on July 1, 2020",No Data,1,POSITIVE,0.9888173341751099
5.0 out of 5 stars,"Works great.  Easy to put on and off bike.  Stays in place.  I have put these on multiple different bikes, and easy to mount on any of them.The taillight is easy to see and has on, slow blink, fast blink modes.The headlight is bright and has similar modes.","Reviewed in the United States on December 27, 2020",No Data,1,POSITIVE,0.9860354661941528
1.0 out of 5 stars,This light worked well initially for the first 6 months but now the headlight won't hold a charge anymore making it useless now. I tried contacting the company through amazon but there were no responses. They don't make it easy to get ahold of them if you need to. Don't expect much support from Amazon or Ascher if you are at the 6 month window. If I could give zero stars I would.,"Reviewed in the United States on November 21, 2021",No Data,1,POSITIVE,0.9915394186973572
5.0 out of 5 stars,Very bright light. Just good size for bike. Used it as a hand torch too while out camping.,"Reviewed in the United States on August 6, 2020",No Data,1,POSITIVE,0.9897409677505493
5.0 out of 5 stars,"I have been wanting a bike light for some time.  With LED technology, this battery powered light is great.","Reviewed in the United States on January 29, 2021",No Data,1,POSITIVE,0.989000678062439
5.0 out of 5 stars,A perfect solution for my wife’s beach cruiser. Bright lights and easy to strobe.,"Reviewed in the United States on October 3, 2021",No Data,1,POSITIVE,0.9916551113128662
5.0 out of 5 stars,"Love product, love company, love everything I have done with this product and seller...","Reviewed in the United States on December 18, 2020",No Data,1,POSITIVE,0.9879818558692932
1.0 out of 5 stars,I rode it for 45 mins with sporadic usage in fast strobe mode it lost charge. Looks like it would require charging every day. Not worth it,"Reviewed in the United States on October 15, 2020",One person found this helpful,1,POSITIVE,0.9865162372589111
1.0 out of 5 stars,It stopped working mid ride and I had to navigate through the dark,"Reviewed in the United States on December 7, 2020",One person found this helpful,1,POSITIVE,0.9874812960624695
5.0 out of 5 stars,Was desperately in need of lighting for my bike rides and these gadgets get it done. The headlight is bright and the back light is too. The battery life is excellent. I highly recommend this for the price!,"Reviewed in the United States on August 18, 2020",No Data,1,POSITIVE,0.9896044731140137
1.0 out of 5 stars,"I bought one before and it worked well. Now I just bought another one for my second bike but the back light is defective after one use. The bottom to Turn the back red light on and off is poorly made and after one time use, it got stuck and stopped working. I am returning it now","Reviewed in the United States on February 7, 2021",No Data,1,POSITIVE,0.9919126033782959
5.0 out of 5 stars,Pretty nice lights! I like the different modes and the mounting feature. Haven’t tried out the battery life yet,"Reviewed in the United States on May 27, 2020",No Data,1,POSITIVE,0.9856084585189819
5.0 out of 5 stars,easy to mount and use. Lights are very vibrant and bright. Charging easy as well,"Reviewed in the United States on November 13, 2020",No Data,1,POSITIVE,0.9879058599472046
5.0 out of 5 stars,I love the USB chargeable batteries (inside).  Super bright.  This is the 3rd one I have purchased.  Great value for the spend.,"Reviewed in the United States on May 4, 2021",No Data,1,POSITIVE,0.9927747249603271
4.0 out of 5 stars,"The brightness is blinding. Rear, not so though it works for intended purposes.","Reviewed in the United States on April 15, 2021",No Data,1,POSITIVE,0.9917163252830505
5.0 out of 5 stars,"This is awesome guys you guys should buy it for your bike , easy installation and the quality looks great , thanks","Reviewed in the United States on September 12, 2020",No Data,1,POSITIVE,0.9900639653205872
1.0 out of 5 stars,"It was a decent light for the price. However, I was only able to use it once on an evening ride. I'm truly disappointed that it stopped working after the first recharge. It lights up when plugged in to a power source ONLY, making it useless for riding. I would not recommend.","Reviewed in the United States on August 3, 2020",One person found this helpful,1,POSITIVE,0.9891687631607056
1.0 out of 5 stars,Had issues with the front head light failing (on a full charge) after 2 minutes of use.  Light would shut off automatically.  Used it once and hasn’t worked since.  Returned it will see if the replacement is any better,"Reviewed in the United States on June 11, 2020",One person found this helpful,1,POSITIVE,0.9903200268745422
5.0 out of 5 stars,Great light! Using it for my sons bike and he loves it. Very bright and easy to use.,"Reviewed in the United States on November 23, 2021",No Data,1,POSITIVE,0.9919673800468445
5.0 out of 5 stars,Best headlight and tail light I’ve ever had... and certainly the brightest among my group of friends who bike together.,"Reviewed in the United States on June 12, 2019",No Data,1,POSITIVE,0.9925904273986816
5.0 out of 5 stars,Very easy to install!  The bright light covers a wide path in front.  I do mostly path and paved riding and I am really enjoying using this light.,"Reviewed in the United States on August 31, 2020",No Data,1,POSITIVE,0.987847089767456
5.0 out of 5 stars,"Super bright, amazing light. I can't believe I've lived without this thing on my bike my whole life. My girlfriend just bought one too. We are unstoppable now.","Reviewed in the United States on August 3, 2019",No Data,1,POSITIVE,0.9922909140586853
5.0 out of 5 stars,"This product is INSANE! I ride my bicycle to work at 4am, I need to be seen and with these 2 there is NO way a car will pass by me and not notice I'm there. The brightness let's me shy up to 8 streets ahead, I noticed that when turning the flash position on and I can see the signs very bright all the way up to around 8 streets forward. Really good product","Reviewed in the United States on January 17, 2020",No Data,1,POSITIVE,0.9829095602035522
3.0 out of 5 stars,I bought 3 lights and so far seems like only one works well. The green light comes on to say fully charged but when I unplug it it doesn’t come on. One of the other lights starts to flash red when using it. (Red means charging) I’ve already exchanged one I’ll see how the others hold up.,"Reviewed in the United States on October 14, 2020",No Data,1,POSITIVE,0.9868818521499634
4.0 out of 5 stars,The mount is not as secure as I'd hoped. It is very wobbly and doesn't like to stay in place. If I tighten it anymore it looks like it will tear.,"Reviewed in the United States on January 4, 2021",No Data,1,POSITIVE,0.9896089434623718
1.0 out of 5 stars,"Front light works well, tail light stopped working after second use and only turns on when charging, as soon as you disconnect it turns off and won’t turn on again","Reviewed in the United States on November 17, 2020",One person found this helpful,1,POSITIVE,0.9867368340492249
